Original Sentence,Source Link
"Als der inhaftierten iranischen Menschenrechtsaktivistin Maryam aus medizinischen Gründen ein siebentägiger Ausgang gewährt wird, hat sie die Chance, gemeinsam mit ihrer Familie aus dem Iran zu fliehen.",https://de.wikipedia.org/wiki/Haft_Rooz
"Der ebenfalls in Teheran geborenene Majid Bakhtiari, zuletzt in Filmen wie Morgen sind wir frei von Hossein Pourseifi und Rheingold von Fatih Akin zu sehen, spielt Behnam.",https://de.wikipedia.org/wiki/Haft_Rooz
Die Gumer kamen durch zwei Handelsunternehmen zu Reichtum und Wohlstand und zählten über Jahrhunderte zu den wirtschaftlich und politisch einflussreichsten Familien der Stadt.,https://de.wikipedia.org/wiki/Gumer_von_Engelsburg
Durch Einheirat waren die Gumer mit anderen altansässigen Bozner Kaufmannsfamilien versippt und verschwägert.,https://de.wikipedia.org/wiki/Gumer_von_Engelsburg
In Folge des Firmenkonkurses von 1799 und 1817 büßten die Gumer zum größten Teil ihr Vermögen und Liegenschaften ein.,https://de.wikipedia.org/wiki/Gumer_von_Engelsburg
"Nach dem Bankrott des Handelshauses von Franz von Gumer 1799 und der Zahlungsunfähigkeit von Joseph und Philipp von Gumer 1817 verlor die Familie größtenteils ihr Vermögen und Güter, darunter auch den Landsitz der Gumer, das später sogenannte Toggenburghaus im Weiler Maria Himmelfahrt am Ritten, welches 1818 der Gumer’schen Nichte Annette von Menz aus der Konkursmasse zufiel.",https://de.wikipedia.org/wiki/Gumer_von_Engelsburg
Nach der österreichischen Rückeroberung Tirols zog er sich 1814 nach Italien zurück und starb in Trient als Gubernialrat.,https://de.wikipedia.org/wiki/Gumer_von_Engelsburg
"Am 9. August 2024 stürzte das Flugzeug, eine ATR 72-500, etwa 90 Minuten nach seinem Start in Vinhedo nordwestlich von São Paulo ab.",https://de.wikipedia.org/wiki/VoePass-Linhas-Aéreas-Flug_2283
Im März 2024 wurde das Flugzeug durch einen Tailstrike beschädigt und kam nach Reparaturarbeiten erst am 9. Juli wieder zum regulären Einsatz.,https://de.wikipedia.org/wiki/VoePass-Linhas-Aéreas-Flug_2284
Das Flugzeug war laut VoePass „ohne betriebliche Einschränkungen gestartet und alle Systeme waren für den Flug bereit“.,https://de.wikipedia.org/wiki/VoePass-Linhas-Aéreas-Flug_2285
"Die im Februar 2011 in den Systems Two Studios, Brooklyn, entstandenen Aufnahmen erschienen 2011 auf dem Label Grizzley Music.",https://de.wikipedia.org/wiki/The_Music_of_Paul_Motian:_For_the_Love_of_Sarah
"Das Album entstand als Tribut an den 2011 verstorbenen Schlagzeuger, Bandleader und Komponisten Paul Motian.",https://de.wikipedia.org/wiki/The_Music_of_Paul_Motian:_For_the_Love_of_Sarah
"Dieses Projekt wurde bereits vor Motians Tod konzipiert und brauchte mehrere Jahre, um Gestalt anzunehmen.",https://de.wikipedia.org/wiki/The_Music_of_Paul_Motian:_For_the_Love_of_Sarah
"Einheits-Schnellzugwagen Bauart 28 sind eine Serie von Schnellzugwagen, die von der Deutschen Reichsbahn-Gesellschaft ab 1928 in mehreren Serien nach einheitlichen Zeichnungen (Austauschbauart) beschafft wurden.",https://de.wikipedia.org/wiki/Einheits-Schnellzugwagen_Bauart_28
"Von der Vorläuferbauart wurde auch die Länge über Puffer von 21,72 Metern übernommen, was gegenüber den Anfang der zwanziger Jahre beschafften Fahrzeugen die Vergrößerung der Abteile ermöglichte, teilweise wurde aber auch die Abteilanzahl leicht erhöht.",https://de.wikipedia.org/wiki/Einheits-Schnellzugwagen_Bauart_29
"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",https://de.wikipedia.org/wiki/Einheits-Schnellzugwagen_Bauart_30
Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,https://de.wikipedia.org/wiki/Einheits-Schnellzugwagen_Bauart_31
"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.",https://de.wikipedia.org/wiki/Corneliusgasse
"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",https://de.wikipedia.org/wiki/Corneliusgasse
"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.",https://de.wikipedia.org/wiki/Corneliusgasse
"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2024
"Ebenso beteiligte er sich an der Verbreitung von Inhalten, die zu einer Spaltung der britischen Gesellschaft beitragen könnten.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2025
"Am 31. Juli 2024 kam es bei einer Demonstration unter dem Motto „Enough is enough“ („Genug ist genug“) nahe der Londoner Downing Street, dem Amtssitz des Premierministers, zu gewaltsamen Ausschreitungen zwischen Rechtsradikalen und der Polizei, bei denen über 100 Demonstranten vorübergehend festgenommen wurden.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2026
Alleine am 3. August 2024 wurden landesweit 147 Personen wegen der Beteiligung an Ausschreitungen festgenommen.,https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2027
Diese Stadt hatte durch den Niedergang des Kohlenabbaus und der Schiffbauindustrie zwischen 1975 und 1989 ein Viertel ihrer Arbeitsplätze verloren.,https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2028
"Am Tag nach den gewalttätigen Ausbrüchen versammelten sich Einwohner, um die Spuren zu beseitigen; wieder einen Tag später fand ein kleiner Friedensmarsch statt.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2029
"Der Tag wurde als Wendepunkt in der Entwicklung der Unruhen angesehen, jedoch noch nicht als das Ende dieser Vorkommnisse, zumal der relativ friedliche Verlauf dieses Tages möglicherweise hauptsächlich der Abschreckung durch die hohe Polizeipräsenz und durch die ersten Gefängnisstrafen, die für Gewalttäter verhängt worden waren, zu verdanken war.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2030
"Auch in Bristol, das einige Tage zuvor Schauplatz gewalttätiger Aktionen gewesen war, fand am 7. August 2024 eine Gegendemonstration statt.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2031
"Als Reaktion auf die anhaltenden Unruhen veröffentlichten am 5. August mehrere Länder, darunter Australien, Nigeria und Indonesien, Reisewarnungen für das Vereinigte Königreich.",https://de.wikipedia.org/wiki/Unruhen_im_Vereinigten_Königreich_2032
